No.,Time,Source,Destination,Protocol,Length,Info
1,0.01841500000000451,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=2998771 Ack=53096589 Win=65535 Len=0
1,0.04448000000002139,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.08839400000010755,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=53141535 Ack=2985521 Win=65535 Len=0
1,0.13226299999996627,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.13245899999992616,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=53096589 Ack=2999307 Win=65535 Len=0
1,0.14805300000011812,62.210.85.178,10.0.2.15,TLSv1.2,1104,Application Data
1,0.14810099999999693,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=53141535 Ack=2986571 Win=65535 Len=0
1,0.3520209999999224,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.352102000000059,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=53141535 Ack=2987107 Win=65535 Len=0
1,0.35258900000008,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.3527040000001307,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=2987107 Ack=53142071 Win=65535 Len=0
1,0.44725100000005114,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.44734599999992497,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=2999307 Ack=53097125 Win=65535 Len=0
1,0.44770100000005186,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.4478180000000975,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=53097125 Ack=3000767 Win=65535 Len=0
1,0.44783000000006723,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=53097125 Ack=3000871 Win=65535 Len=0
1,0.6592330000000857,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.6593600000001061,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=53142071 Ack=2988671 Win=65535 Len=0
1,0.6729399999999259,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.6731139999999414,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=2988671 Ack=53142607 Win=65535 Len=0
1,0.6877210000000105,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.6879060000001118,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=2988671 Ack=53144067 Win=65535 Len=0
1,0.6879260000000613,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=2988671 Ack=53144171 Win=65535 Len=0
1,0.7659479999999803,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
