No.,Time,Source,Destination,Protocol,Length,Info
1,0.021074999998745625,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=19245733 Ack=353709151 Win=65535 Len=0
1,0.04525699999976496,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.09108799999921757,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=354025131 Ack=19168655 Win=65535 Len=0
1,0.09230199999910838,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.0923609999990731,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=354025131 Ack=19169191 Win=65535 Len=0
1,0.13153999999849475,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.1317029999991064,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=353709151 Ack=19246269 Win=65535 Len=0
1,0.3533689999985654,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.3534429999999702,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=354025131 Ack=19169727 Win=65535 Len=0
1,0.35391099999833386,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.3540129999983037,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=19169727 Ack=354025667 Win=65535 Len=0
1,0.4740480000000389,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.47412899999835645,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=19246269 Ack=353709687 Win=65535 Len=0
1,0.474527999998827,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.4746309999991354,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=353709687 Ack=19247729 Win=65535 Len=0
1,0.47464299999955983,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=353709687 Ack=19247833 Win=65535 Len=0
1,0.5892499999990832,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.5893710000000283,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=354025667 Ack=19171291 Win=65535 Len=0
1,0.6028879999994388,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
