No.,Time,Source,Destination,Protocol,Length,Info
1,0.014889000000039232,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=15648147 Ack=286595659 Win=65535 Len=0
1,0.1451969999998255,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.1453400000000329,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=286595659 Ack=15648683 Win=65535 Len=0
1,0.25116800000068906,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.25126300000010815,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=286941979 Ack=15605659 Win=65535 Len=0
1,0.2515750000002299,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.2516780000005383,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15605659 Ack=286942515 Win=65535 Len=0
1,0.384038000000146,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.3841280000006009,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=15648683 Ack=286596195 Win=65535 Len=0
1,0.38454900000033376,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.3846540000004097,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=286596195 Ack=15650143 Win=65535 Len=0
1,0.38466800000060175,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=286596195 Ack=15650247 Win=65535 Len=0
1,0.6928830000006201,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.6930190000002767,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=286942515 Ack=15607223 Win=65535 Len=0
1,0.70694100000037,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.7071300000006886,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15607223 Ack=286943051 Win=65535 Len=0
1,0.7177750000000742,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.717942000000221,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15607223 Ack=286944511 Win=65535 Len=0
1,0.7179599999999482,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15607223 Ack=286944615 Win=65535 Len=0
1,0.8119910000004893,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.8522290000000794,54.93.77.70,10.0.2.15,TLSv1.2,1618,Application Data
1,0.852284000000509,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=15650247 Ack=286598295 Win=65535 Len=0
1,0.8544000000001688,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.8545700000004217,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=286598295 Ack=15650783 Win=65535 Len=0
1,1.0011330000006637,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.0014639999999417,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.0015659999999116,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15607759 Ack=286945151 Win=65535 Len=0
1,1.156912000000375,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.1572930000002088,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.1573730000000069,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=286598831 Ack=15651319 Win=65535 Len=0
1,1.1966220000003887,10.0.2.15,10.0.2.3,DNS,98,Standard query 0x9282 A shavar.services.mozilla.com OPT
1,1.1969159999998737,10.0.2.15,10.0.2.3,DNS,98,Standard query 0xeef8 AAAA shavar.services.mozilla.com OPT
1,1.2099820000003092,10.0.2.3,10.0.2.15,DNS,217,Standard query response 0x9282 A shavar.services.mozilla.com CNAME shavar.services.mozilla.com.edgesuite.net CNAME a1895.dscd.akamai.net A 193.246.105.131 A 193.246.105.82 OPT
1,1.211949999999888,10.0.2.3,10.0.2.15,DNS,241,Standard query response 0xeef8 AAAA shavar.services.mozilla.com CNAME shavar.services.mozilla.com.edgesuite.net CNAME a1895.dscd.akamai.net AAAA 2001:918:ffad::c1f7:2b4a AAAA 2001:918:ffad::c1f7:2b13 OPT
1,1.21449500000017,10.0.2.15,193.246.105.82,TCP,74,55396  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3444992357 TSecr=0 WS=128
1,1.2263100000000122,193.246.105.82,10.0.2.15,TCP,60,"443  >  55396 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
1,1.2263620000003357,10.0.2.15,193.246.105.82,TCP,54,55396  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0
1,1.2272570000004634,10.0.2.15,193.246.105.82,TLSv1.3,735,Client Hello
1,1.2273430000004737,193.246.105.82,10.0.2.15,TCP,60,443  >  55396 [ACK] Seq=1 Ack=682 Win=65535 Len=0
1,1.2397070000006352,193.246.105.82,10.0.2.15,TLSv1.3,320,"Server Hello, Change Cipher Spec, Application Data, Application Data"
1,1.2397240000000238,10.0.2.15,193.246.105.82,TCP,54,55396  >  443 [ACK] Seq=682 Ack=267 Win=30016 Len=0
1,1.2401520000003075,10.0.2.15,193.246.105.82,TLSv1.3,134,"Change Cipher Spec, Application Data"
1,1.240233000000444,193.246.105.82,10.0.2.15,TCP,60,443  >  55396 [ACK] Seq=267 Ack=762 Win=65535 Len=0
1,1.2410340000005817,10.0.2.15,193.246.105.82,TLSv1.3,1246,Application Data
