No.,Time,Source,Destination,Protocol,Length,Info
1,0.026598999999805528,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=9326679 Ack=169620123 Win=65535 Len=0
1,0.1367329999998219,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.13692300000002433,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=169620123 Ack=9327215 Win=65535 Len=0
1,0.27397900000005393,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.2935050000000956,62.210.85.178,10.0.2.15,TCP,1502,"9001  >  35978 [PSH, ACK] Seq=9285059 Ack=169763097 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,0.2936949999998433,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=169763097 Ack=9286507 Win=65535 Len=0
1,0.3131359999997585,62.210.85.178,10.0.2.15,TLSv1.2,170,Application Data
1,0.31377599999996164,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.31393799999978,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=9286623 Ack=169763633 Win=65535 Len=0
1,0.4185359999996763,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.41862399999990885,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=9327215 Ack=169620659 Win=65535 Len=0
1,0.4190859999998793,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.41922799999974814,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=169620659 Ack=9328675 Win=65535 Len=0
1,0.41924699999981385,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=169620659 Ack=9328779 Win=65535 Len=0
1,0.6173779999999169,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.6175089999996999,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=169763633 Ack=9288187 Win=65535 Len=0
1,0.6311040000000503,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.6312880000000405,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=9288187 Ack=169764169 Win=65535 Len=0
1,0.6429610000000139,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.6431050000001051,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=9288187 Ack=169765629 Win=65535 Len=0
1,0.6431229999998322,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=9288187 Ack=169765733 Win=65535 Len=0
1,0.7197200000000521,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
