No.,Time,Source,Destination,Protocol,Length,Info
1,0.0257220000000018,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=616359 Ack=10599403 Win=65535 Len=0
1,0.04852999999999952,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.0956769999999949,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=10597049 Ack=613587 Win=65535 Len=0
1,0.13672900000000254,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.1369009999999946,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=10599403 Ack=616895 Win=65535 Len=0
1,0.15916500000000156,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.15924699999999348,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=10597049 Ack=614123 Win=65535 Len=0
1,0.27496600000000626,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.2750520000000165,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=10597049 Ack=614659 Win=65535 Len=0
1,0.27560099999999466,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.27574200000000815,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=614659 Ack=10597585 Win=65535 Len=0
1,0.3635100000000193,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.36360100000001694,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=616895 Ack=10599939 Win=65535 Len=0
1,0.3640359999999987,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.36419499999999516,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=10599939 Ack=618355 Win=65535 Len=0
1,0.36421000000001413,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=10599939 Ack=618459 Win=65535 Len=0
1,0.5952699999999993,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.5954189999999926,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=10597585 Ack=616223 Win=65535 Len=0
1,0.6178539999999941,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.6180160000000114,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=616223 Ack=10598121 Win=65535 Len=0
1,0.6326880000000017,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.6328550000000064,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=616223 Ack=10599581 Win=65535 Len=0
1,0.6328760000000102,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=616223 Ack=10599685 Win=65535 Len=0
1,0.7995459999999923,54.93.77.70,10.0.2.15,TLSv1.2,2132,Application Data
1,0.7996930000000191,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=618459 Ack=10602017 Win=65535 Len=0
1,0.8024680000000046,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
