No.,Time,Source,Destination,Protocol,Length,Info
1,0.009001999999782129,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=16257199 Ack=298854561 Win=65535 Len=0
1,0.03796700000020792,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.08890400000018417,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=299196261 Ack=16211013 Win=65535 Len=0
1,0.09575399999994261,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.09584100000029139,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=299196261 Ack=16211549 Win=65535 Len=0
1,0.1473390000001018,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.14749899999969784,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=298854561 Ack=16257735 Win=65535 Len=0
1,0.40130499999941094,62.210.85.178,10.0.2.15,TLSv1.2,1104,Application Data
1,0.40138000000024476,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=299196261 Ack=16212599 Win=65535 Len=0
1,0.4018790000000081,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.40199500000016997,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=16212599 Ack=299196797 Win=65535 Len=0
1,0.5192729999998846,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.5193469999994704,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=16257735 Ack=298855097 Win=65535 Len=0
1,0.5197440000001734,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.5198549999995521,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=298855097 Ack=16259195 Win=65535 Len=0
1,0.5198669999999765,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=298855097 Ack=16259299 Win=65535 Len=0
1,0.6309049999999843,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.6310249999996813,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=299196797 Ack=16214163 Win=65535 Len=0
1,0.6444339999998192,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.644626000000244,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=16214163 Ack=299197333 Win=65535 Len=0
1,0.6573849999995218,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.6575309999998353,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=16214163 Ack=299198793 Win=65535 Len=0
1,0.657549999999901,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=16214163 Ack=299198897 Win=65535 Len=0
1,0.8123859999996057,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.8456619999997201,54.93.77.70,10.0.2.15,TLSv1.2,1618,Application Data
1,0.8457319999997708,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=16259299 Ack=298857197 Win=65535 Len=0
1,0.8477370000000519,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.8479059999999663,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=298857197 Ack=16259835 Win=65535 Len=0
1,1.2214199999998527,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.221730999999636,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.2218290000000707,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=16214699 Ack=299199433 Win=65535 Len=0
1,1.8360549999997602,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.8364270000001852,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
