No.,Time,Source,Destination,Protocol,Length,Info
1,0.0006339999999909196,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.045728000000053726,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=287794161 Ack=15645639 Win=65535 Len=0
1,0.19343599999956496,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.19357799999943381,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=287448149 Ack=15689331 Win=65535 Len=0
1,0.3228399999998146,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.32292899999993097,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=287794161 Ack=15646175 Win=65535 Len=0
1,0.3234039999997549,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.323512999999366,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15646175 Ack=287794697 Win=65535 Len=0
1,0.4347189999998591,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.43511599999965256,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.4352469999994355,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=287448685 Ack=15690895 Win=65535 Len=0
1,0.8665539999992689,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.8666880000000674,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=287794697 Ack=15647739 Win=65535 Len=0
1,0.8823119999997289,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.8824669999994512,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15647739 Ack=287795233 Win=65535 Len=0
1,0.8931439999996655,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.8932869999998729,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15647739 Ack=287796693 Win=65535 Len=0
1,0.8933049999996001,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15647739 Ack=287796797 Win=65535 Len=0
1,1.0001109999993787,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.0387119999995775,54.93.77.70,10.0.2.15,TCP,1502,"9001  >  34692 [PSH, ACK] Seq=287449221 Ack=15690895 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,1.0387689999997747,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=15690895 Ack=287450669 Win=65535 Len=0
1,1.0548760000001494,54.93.77.70,10.0.2.15,TLSv1.2,170,Application Data
1,1.056869000000006,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.057025999999496,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=287450785 Ack=15691431 Win=65535 Len=0
1,1.2782619999998133,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
