No.,Time,Source,Destination,Protocol,Length,Info
1,0.015272000000550179,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=23591645 Ack=433988687 Win=65535 Len=0
1,0.21211399999992864,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.2123009999995702,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=433988687 Ack=23592181 Win=65535 Len=0
1,0.3223099999995611,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.3226919999997335,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.3228079999989859,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23492655 Ack=434280183 Win=65535 Len=0
1,0.4270199999991746,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.42711099999905855,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=23592181 Ack=433989223 Win=65535 Len=0
1,0.42756099999860453,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.42768400000022666,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=433989223 Ack=23593641 Win=65535 Len=0
1,0.42769699999917066,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=433989223 Ack=23593745 Win=65535 Len=0
1,0.5972700000002078,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.5974580000001879,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=434280183 Ack=23494219 Win=65535 Len=0
1,0.619684999999663,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.620493999998871,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23494219 Ack=434280719 Win=65535 Len=0
1,0.6293260000002192,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.6294660000003205,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23494219 Ack=434282179 Win=65535 Len=0
1,0.6294789999992645,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23494219 Ack=434282283 Win=65535 Len=0
1,0.7312289999990753,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.7666419999986829,54.93.77.70,10.0.2.15,TLSv1.2,1618,Application Data
1,0.7667380000002595,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=23593745 Ack=433991323 Win=65535 Len=0
1,0.7670899999993708,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.7671859999991284,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=433991323 Ack=23594281 Win=65535 Len=0
1,0.7770469999995839,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.7771880000000237,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=433991323 Ack=23594817 Win=65535 Len=0
1,1.1092269999990094,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.1355389999989711,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.1356909999994969,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=434282283 Ack=23495291 Win=65535 Len=0
1,1.1360100000001694,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.1361109999998007,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495291 Ack=434282819 Win=65535 Len=0
1,1.2526469999993424,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.2530929999993532,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.2532259999989037,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=433991859 Ack=23595353 Win=65535 Len=0
1,1.4213749999998981,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.4304990000000544,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.4306820000001608,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434283355 Win=65535 Len=0
1,1.4413530000001629,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.4414989999986574,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=434287425 Ack=23495827 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.4415419999986625,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434284815 Win=65535 Len=0
1,1.441553999999087,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434286275 Win=65535 Len=0
1,1.4415589999989606,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434287425 Win=65535 Len=0
1,1.4415630000003148,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434288885 Win=65535 Len=0
1,1.44156699999985,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434290345 Win=65535 Len=0
1,1.4416139999993902,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.4416629999996076,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434291495 Win=65535 Len=0
1,1.4417180000000371,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.4417929999999615,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434292955 Win=65535 Len=0
1,1.441806999999244,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434294415 Win=65535 Len=0
1,1.4418109999987792,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434295565 Win=65535 Len=0
1,1.441875999998956,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.4419440000001487,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434297025 Win=65535 Len=0
1,1.4419550000002346,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434298485 Win=65535 Len=0
1,1.4419600000001083,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434299635 Win=65535 Len=0
1,1.4420159999990574,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,1.4420609999997396,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434299913 Win=65535 Len=0
1,1.4421320000001288,10.0.2.15,62.210.85.178,TLSv1.2,3868,Application Data
1,1.4421739999997953,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434301373 Win=65535 Len=0
1,1.4421809999985271,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434302833 Win=65535 Len=0
1,1.4421860000002198,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434303727 Win=65535 Len=0
1,1.4422340000000986,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.4422749999994267,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434305187 Win=65535 Len=0
1,1.4422819999999774,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434306647 Win=65535 Len=0
1,1.442286999999851,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434307797 Win=65535 Len=0
1,1.4423319999987143,10.0.2.15,62.210.85.178,TLSv1.2,3030,Application Data
1,1.4423799999985931,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434309257 Win=65535 Len=0
1,1.4423869999991439,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434310717 Win=65535 Len=0
1,1.4423919999990176,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434310773 Win=65535 Len=0
1,1.4516609999991488,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.4517799999994168,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434312233 Win=65535 Len=0
1,1.4517959999993764,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434313693 Win=65535 Len=0
1,1.45180099999925,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434314843 Win=65535 Len=0
1,1.451868000000104,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.451934999999139,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434316303 Win=65535 Len=0
1,1.4519430000000284,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434317763 Win=65535 Len=0
1,1.451947999999902,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434318913 Win=65535 Len=0
1,1.4519989999989775,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.4520419999989826,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434320373 Win=65535 Len=0
1,1.452049999999872,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434321833 Win=65535 Len=0
1,1.452053999999407,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434322983 Win=65535 Len=0
1,1.452101999999286,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.4521439999989525,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434324443 Win=65535 Len=0
1,1.4521509999995033,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434325903 Win=65535 Len=0
1,1.452155999999377,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434327053 Win=65535 Len=0
1,1.4522010000000591,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,1.4522459999989223,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434327331 Win=65535 Len=0
1,1.4523149999986344,10.0.2.15,62.210.85.178,TLSv1.2,3868,Application Data
1,1.4523869999993622,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434328791 Win=65535 Len=0
1,1.4523950000002515,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434330251 Win=65535 Len=0
1,1.4523989999997866,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434331145 Win=65535 Len=0
1,1.4524469999996654,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.4525219999995898,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434332605 Win=65535 Len=0
1,1.45252999999866,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434334065 Win=65535 Len=0
1,1.4525349999985337,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434335215 Win=65535 Len=0
1,1.4526169999990088,10.0.2.15,62.210.85.178,TLSv1.2,3030,Application Data
1,1.4526669999995647,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434336675 Win=65535 Len=0
1,1.452674999998635,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434338135 Win=65535 Len=0
1,1.4526789999999892,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=23495827 Ack=434338191 Win=65535 Len=0
