No.,Time,Source,Destination,Protocol,Length,Info
1,0.024257000000034168,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=144712649 Ack=7926401 Win=65535 Len=0
1,0.049197999999705644,62.210.85.178,10.0.2.15,TLSv1.2,1104,Application Data
1,0.04930999999987762,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=144712649 Ack=7927451 Win=65535 Len=0
1,0.09082799999987401,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.09095499999966705,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=144712649 Ack=7927987 Win=65535 Len=0
1,0.14917900000000373,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.14944900000000416,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=144712649 Ack=7928523 Win=65535 Len=0
1,0.3035829999998896,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.30374399999982415,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=144556275 Ack=7955175 Win=65535 Len=0
1,0.4222700000000259,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.4223749999996471,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=144712649 Ack=7929059 Win=65535 Len=0
1,0.4227499999997235,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.42292700000007244,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7929059 Ack=144713185 Win=65535 Len=0
1,0.5890679999997701,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.5895989999999074,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.5897469999999885,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=144556811 Ack=7956739 Win=65535 Len=0
1,0.7032939999999144,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.703483999999662,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=144713185 Ack=7930623 Win=65535 Len=0
1,0.7360100000000784,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.7363409999998112,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7930623 Ack=144713721 Win=65535 Len=0
1,0.7514280000000326,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.751622999999654,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7930623 Ack=144715181 Win=65535 Len=0
1,0.7516449999998258,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7930623 Ack=144715285 Win=65535 Len=0
1,0.8532219999997324,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.8946099999998296,54.93.77.70,10.0.2.15,TCP,1502,"9001  >  34692 [PSH, ACK] Seq=144557347 Ack=7956739 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,0.895469999999932,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=7956739 Ack=144558795 Win=65535 Len=0
1,0.9206110000000081,54.93.77.70,10.0.2.15,TLSv1.2,170,Application Data
1,0.9254240000000209,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.9256369999998242,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=144558911 Ack=7957275 Win=65535 Len=0
1,1.1007970000000569,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.1012619999996787,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.101940999999897,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7931159 Ack=144715821 Win=65535 Len=0
1,1.2100949999999102,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.21058499999981,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.2107919999998558,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=144559447 Ack=7957811 Win=65535 Len=0
1,1.4080409999996846,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.4183419999999387,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.4185379999998986,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7931695 Ack=144716357 Win=65535 Len=0
1,1.427588999999898,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.427834999999959,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=144720427 Ack=7931695 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.427871999999752,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7931695 Ack=144717817 Win=65535 Len=0
1,1.4278850000000602,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7931695 Ack=144719277 Win=65535 Len=0
1,1.4279139999998733,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7931695 Ack=144720427 Win=65535 Len=0
1,1.4280499999999847,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7931695 Ack=144721887 Win=65535 Len=0
1,1.4280629999998382,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7931695 Ack=144723347 Win=65535 Len=0
1,1.4281439999999748,10.0.2.15,62.210.85.178,TLSv1.2,818,Application Data
1,1.4288759999999456,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7931695 Ack=144724111 Win=65535 Len=0
1,1.5222039999998742,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.5499230000000352,54.93.77.70,10.0.2.15,TCP,2950,"9001  >  34692 [PSH, ACK] Seq=144559983 Ack=7957811 Win=65535 Len=2896 [TCP segment of a reassembled PDU]"
1,1.5504179999998087,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=7957811 Ack=144562879 Win=65535 Len=0
1,1.5582449999997152,54.93.77.70,10.0.2.15,TLSv1.2,1502,Application Data [TCP segment of a reassembled PDU]
1,1.5583750000000691,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=7957811 Ack=144564327 Win=65535 Len=0
1,1.5586989999997058,54.93.77.70,10.0.2.15,TLSv1.2,2950,Application Data
1,1.5588259999999536,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=7957811 Ack=144567223 Win=65535 Len=0
1,1.5662339999998949,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.5667579999999361,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=144567223 Ack=7958347 Win=65535 Len=0
1,1.5762660000000324,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.5764649999996436,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=144567223 Ack=7958883 Win=65535 Len=0
1,1.685881999999765,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.7273270000000593,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=7958883 Ack=144567759 Win=65535 Len=0
1,1.7395050000000083,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.783132999999907,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=144724111 Ack=7932231 Win=65535 Len=0
1,1.8305029999996805,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.8307089999998425,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=144724111 Ack=7932767 Win=65535 Len=0
1,1.8313899999998284,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.8315519999996468,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7932767 Ack=144724647 Win=65535 Len=0
1,1.9291650000000118,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.9294740000000274,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=7958883 Ack=144568295 Win=65535 Len=0
1,1.9312929999996413,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.9321110000000772,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=144568295 Ack=7959419 Win=65535 Len=0
1,2.04859899999974,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,2.0576249999999163,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,2.057781999999861,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144725183 Win=65535 Len=0
1,2.068283000000065,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,2.068456999999853,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144726643 Win=65535 Len=0
1,2.068497999999636,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144728103 Win=65535 Len=0
1,2.068503999999848,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144729253 Win=65535 Len=0
1,2.0685599999997066,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,2.0686399999999594,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144730713 Win=65535 Len=0
1,2.068648999999823,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144732173 Win=65535 Len=0
1,2.068651999999929,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144733323 Win=65535 Len=0
1,2.0686829999999645,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,2.068720999999641,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144734783 Win=65535 Len=0
1,2.068727999999737,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144736243 Win=65535 Len=0
1,2.0687309999998433,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144737393 Win=65535 Len=0
1,2.0687699999998586,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,2.06880799999999,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144738853 Win=65535 Len=0
1,2.0688139999997475,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144740313 Win=65535 Len=0
1,2.0688789999999244,10.0.2.15,62.210.85.178,TLSv1.2,2974,Application Data
1,2.0689179999999396,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7933303 Ack=144741463 Win=65535 Len=0
