No.,Time,Source,Destination,Protocol,Length,Info
1,0.027884999999969295,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.07255599999962214,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=138118121 Ack=7590223 Win=65535 Len=0
1,0.39450299999998606,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.39493199999969875,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=137948687 Ack=7600613 Win=65535 Len=0
1,0.504797999999937,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.5049209999997402,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=138118121 Ack=7590759 Win=65535 Len=0
1,0.5052899999996043,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.5054299999997056,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7590759 Ack=138118657 Win=65535 Len=0
1,0.6176869999999326,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.6181699999997363,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.618300999999974,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=137949223 Ack=7602177 Win=65535 Len=0
1,0.8405629999997473,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.8407689999999093,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=138118657 Ack=7592323 Win=65535 Len=0
1,0.8681229999997413,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.8683459999997467,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7592323 Ack=138119193 Win=65535 Len=0
1,0.8798619999997754,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.8800619999997252,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7592323 Ack=138120653 Win=65535 Len=0
1,0.8800849999997808,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7592323 Ack=138120757 Win=65535 Len=0
1,0.9953459999996994,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.0355059999997138,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=7602177 Ack=137949759 Win=65535 Len=0
1,1.3453489999997146,54.93.77.70,10.0.2.15,TLSv1.2,1618,Application Data
1,1.3455069999999978,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=7602177 Ack=137951323 Win=65535 Len=0
1,1.34595599999966,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.3461999999999534,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=137951323 Ack=7602713 Win=65535 Len=0
1,1.3556209999997009,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.3558619999998882,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=137951323 Ack=7603249 Win=65535 Len=0
1,1.4795399999998153,62.210.85.178,10.0.2.15,TLSv1.2,1104,Application Data
1,1.4800659999996242,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.4807539999997061,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593373 Ack=138121293 Win=65535 Len=0
1,1.801216999999724,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.801618999999846,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.801727000000028,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=137951859 Ack=7603785 Win=65535 Len=0
1,1.9723479999997835,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.981648999999834,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.9818449999997938,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138121829 Win=65535 Len=0
1,1.9936569999999847,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.9950699999999415,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138123289 Win=65535 Len=0
1,1.9951649999998153,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138124749 Win=65535 Len=0
1,1.9951759999999013,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138125899 Win=65535 Len=0
1,1.9954349999998158,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.9963089999996555,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138127359 Win=65535 Len=0
1,1.9966769999996359,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138128819 Win=65535 Len=0
1,1.9968259999996008,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138129969 Win=65535 Len=0
1,1.9970019999996111,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.997711999999865,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138131429 Win=65535 Len=0
1,1.9977509999998802,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138132889 Win=65535 Len=0
1,1.9977569999996376,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138134039 Win=65535 Len=0
1,1.997906999999941,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.9981079999997746,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138135499 Win=65535 Len=0
1,1.9981209999996281,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138136959 Win=65535 Len=0
1,1.9981279999997241,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138138109 Win=65535 Len=0
1,1.9981960000000072,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,1.9982719999998153,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=7593909 Ack=138138387 Win=65535 Len=0
