No.,Time,Source,Destination,Protocol,Length,Info
1,0.03940799999963929,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=11475731 Ack=209180205 Win=65535 Len=0
1,0.08712299999933748,62.210.85.178,10.0.2.15,TLSv1.2,1104,Application Data
1,0.08720699999958015,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=209306473 Ack=11424629 Win=65535 Len=0
1,0.12307999999939057,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.12317600000005768,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=209306473 Ack=11425165 Win=65535 Len=0
1,0.1359149999998408,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.13608299999941664,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=209180205 Ack=11476267 Win=65535 Len=0
1,0.1692960000000312,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.169369999999617,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=209306473 Ack=11425701 Win=65535 Len=0
1,0.2822759999999107,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.28235399999994115,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=209306473 Ack=11426237 Win=65535 Len=0
1,0.2828369999997449,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.28296299999965413,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11426237 Ack=209307009 Win=65535 Len=0
1,0.43325300000014977,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.4333299999998417,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=11476267 Ack=209180741 Win=65535 Len=0
1,0.433709999999337,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.4338179999995191,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=209180741 Ack=11477727 Win=65535 Len=0
1,0.43382999999994354,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=209180741 Ack=11477831 Win=65535 Len=0
1,0.6436709999998129,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.6437919999998485,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=209307009 Ack=11427801 Win=65535 Len=0
1,0.6582440000001952,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.6583879999998317,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11427801 Ack=209307545 Win=65535 Len=0
1,0.6689120000000912,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.6691089999994801,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11427801 Ack=209309005 Win=65535 Len=0
1,0.6691289999998844,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11427801 Ack=209309109 Win=65535 Len=0
1,0.8429660000001604,54.93.77.70,10.0.2.15,TLSv1.2,2132,Application Data
1,0.8431000000000495,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=11477831 Ack=209182819 Win=65535 Len=0
1,0.8456029999997554,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.8460049999994226,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=209182819 Ack=11478367 Win=65535 Len=0
1,1.2519560000000638,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.252263999999741,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.252371999999923,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428337 Ack=209309645 Win=65535 Len=0
1,1.455724999999802,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.4561249999997017,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.45622800000001,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=209183355 Ack=11478903 Win=65535 Len=0
1,1.6617710000000443,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.6682089999994787,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.668391999999585,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209310181 Win=65535 Len=0
1,1.6809180000000197,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.6810139999997773,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=209314251 Ack=11428873 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.6810639999994237,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209311641 Win=65535 Len=0
1,1.6810759999998481,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209313101 Win=65535 Len=0
1,1.6810809999997218,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209314251 Win=65535 Len=0
1,1.6810829999994894,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209315711 Win=65535 Len=0
1,1.6810859999995955,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209317171 Win=65535 Len=0
1,1.6811200000001918,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.68115299999954,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209318321 Win=65535 Len=0
1,1.6811989999996513,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.6812339999996766,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209319781 Win=65535 Len=0
1,1.6812419999996564,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209321241 Win=65535 Len=0
1,1.681246000000101,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209322391 Win=65535 Len=0
1,1.681282999999894,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.6813160000001517,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209323851 Win=65535 Len=0
1,1.681322999999793,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209325311 Win=65535 Len=0
1,1.6813619999993534,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209326461 Win=65535 Len=0
1,1.6813949999996112,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,1.6814269999995304,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209326739 Win=65535 Len=0
1,1.6814809999996214,10.0.2.15,62.210.85.178,TLSv1.2,3868,Application Data
1,1.6815179999994143,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209328199 Win=65535 Len=0
1,1.681524999999965,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209329659 Win=65535 Len=0
1,1.6815280000000712,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209330553 Win=65535 Len=0
1,1.6815660000002026,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.6815999999998894,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209332013 Win=65535 Len=0
1,1.6816069999995307,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209333473 Win=65535 Len=0
1,1.6816099999996368,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209334623 Win=65535 Len=0
1,1.6816460000000006,10.0.2.15,62.210.85.178,TLSv1.2,3030,Application Data
1,1.6816799999996874,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209336083 Win=65535 Len=0
1,1.6816869999993287,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209337543 Win=65535 Len=0
1,1.6816899999994348,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209337599 Win=65535 Len=0
1,1.6908549999998286,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.690921999999773,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209339059 Win=65535 Len=0
1,1.6909289999994144,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209340519 Win=65535 Len=0
1,1.6909319999995205,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209341669 Win=65535 Len=0
1,1.6909679999998843,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.691041000000041,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=209345739 Ack=11428873 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.6910600000001068,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209343129 Win=65535 Len=0
1,1.6910659999994095,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209344589 Win=65535 Len=0
1,1.6910699999998542,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209345739 Win=65535 Len=0
1,1.6910749999997279,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209347199 Win=65535 Len=0
1,1.6910790000001725,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=11428873 Ack=209348659 Win=65535 Len=0
1,1.6911099999997532,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
