No.,Time,Source,Destination,Protocol,Length,Info
1,0.01820899999984249,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22618779 Ack=415977419 Win=65535 Len=0
1,0.06176199999936216,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.10817299999871466,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=416272911 Ack=22522127 Win=65535 Len=0
1,0.1371099999996659,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.13733200000024226,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=415977419 Ack=22619315 Win=65535 Len=0
1,0.17466699999931734,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.17473699999936798,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=416272911 Ack=22522663 Win=65535 Len=0
1,0.27072799999950803,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.27080500000010943,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=416272911 Ack=22523199 Win=65535 Len=0
1,0.271310000000085,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.2714109999997163,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22523199 Ack=416273447 Win=65535 Len=0
1,0.369565999999395,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.36963699999978417,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22619315 Ack=415977955 Win=65535 Len=0
1,0.3700189999999566,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.3701309999996738,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=415977955 Ack=22620775 Win=65535 Len=0
1,0.37014300000009825,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=415977955 Ack=22620879 Win=65535 Len=0
1,0.5969989999994141,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.5971149999986665,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=416273447 Ack=22524763 Win=65535 Len=0
1,0.6105059999990772,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.611124999999447,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22524763 Ack=416273983 Win=65535 Len=0
1,0.6215649999994639,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.6217059999999037,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22524763 Ack=416275443 Win=65535 Len=0
1,0.6217189999988477,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22524763 Ack=416275547 Win=65535 Len=0
1,0.801804999999149,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.8454789999996137,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22620879 Ack=415978491 Win=65535 Len=0
1,0.8618589999987307,54.93.77.70,10.0.2.15,TLSv1.2,1618,Application Data
1,0.8619609999987006,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22620879 Ack=415980055 Win=65535 Len=0
1,0.8647079999991547,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.864927999999054,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=415980055 Ack=22621415 Win=65535 Len=0
1,0.9802859999999782,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.9806349999998929,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.9807650000002468,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525299 Ack=416276083 Win=65535 Len=0
1,1.0693730000002688,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.06980300000032,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.0699399999994057,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=415980591 Ack=22621951 Win=65535 Len=0
1,1.1771680000001652,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.1819969999996829,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.182213000000047,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416276619 Win=65535 Len=0
1,1.19449799999893,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.194601999999577,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=416280689 Ack=22525835 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.194644999999582,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416278079 Win=65535 Len=0
1,1.1946549999993294,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416279539 Win=65535 Len=0
1,1.1946599999992031,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416280689 Win=65535 Len=0
1,1.1946639999987383,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416282149 Win=65535 Len=0
1,1.194669000000431,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416283609 Win=65535 Len=0
1,1.1947110000000976,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.1947789999994711,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=416284759 Ack=22525835 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.1948229999998148,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416284759 Win=65535 Len=0
1,1.1948300000003655,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416286219 Win=65535 Len=0
1,1.1948350000002392,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416287679 Win=65535 Len=0
1,1.1948689999990165,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.1949399999994057,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416288829 Win=65535 Len=0
1,1.1949729999996634,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=416288829 Ack=22525835 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.1950120000001334,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416290289 Win=65535 Len=0
1,1.1950189999988652,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416291749 Win=65535 Len=0
1,1.1950489999999263,10.0.2.15,62.210.85.178,TLSv1.2,432,Application Data
1,1.1950870000000577,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22525835 Ack=416292127 Win=65535 Len=0
1,1.2689209999989544,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.2993630000000849,54.93.77.70,10.0.2.15,TLSv1.2,7294,Application Data
1,1.2994199999993725,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22621951 Ack=415988367 Win=65535 Len=0
1,1.3160840000000462,54.93.77.70,10.0.2.15,TLSv1.2,568,Application Data
1,1.3574879999996483,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22621951 Ack=415988881 Win=65535 Len=0
1,1.366781999999148,54.93.77.70,10.0.2.15,TLSv1.2,7294,Application Data
1,1.36685099999886,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22621951 Ack=415996121 Win=65535 Len=0
1,1.3758230000003095,54.93.77.70,10.0.2.15,TLSv1.2,568,Application Data
1,1.3758710000001884,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22621951 Ack=415996635 Win=65535 Len=0
1,1.3789029999988998,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.379030000000057,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=415996635 Ack=22622487 Win=65535 Len=0
1,1.51936299999943,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.5199030000003404,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.5200539999987086,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526371 Ack=416292663 Win=65535 Len=0
1,1.6133200000003853,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.6136619999997492,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.6137500000004366,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=415997171 Ack=22623023 Win=65535 Len=0
1,1.7276399999991554,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.7349969999995665,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.7351760000001377,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416293199 Win=65535 Len=0
1,1.7465789999987464,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.7466779999995197,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=416297269 Ack=22526907 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.7467189999988477,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416294659 Win=65535 Len=0
1,1.7467309999992722,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416296119 Win=65535 Len=0
1,1.7467359999991459,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416297269 Win=65535 Len=0
1,1.746737999999823,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416298729 Win=65535 Len=0
1,1.7467409999990196,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416300189 Win=65535 Len=0
1,1.7467759999999544,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.7468109999990702,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416301339 Win=65535 Len=0
1,1.7468549999994138,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.7468890000000101,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416302799 Win=65535 Len=0
1,1.7468969999990804,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416304259 Win=65535 Len=0
1,1.7469010000004346,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416305409 Win=65535 Len=0
1,1.7469399999990856,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.7469739999996818,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416306869 Win=65535 Len=0
1,1.7469810000002326,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416308329 Win=65535 Len=0
1,1.7470359999988432,10.0.2.15,62.210.85.178,TLSv1.2,2974,Application Data
1,1.747073000000455,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416309479 Win=65535 Len=0
1,1.7470799999991868,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416310939 Win=65535 Len=0
1,1.7470909999992728,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416312399 Win=65535 Len=0
1,1.7471199999999953,10.0.2.15,62.210.85.178,TLSv1.2,1226,Application Data
1,1.7471539999987726,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22526907 Ack=416313571 Win=65535 Len=0
