No.,Time,Source,Destination,Protocol,Length,Info
1,0.03964099999939208,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=15899965 Ack=291687607 Win=65535 Len=0
1,0.13339599999926577,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.13357099999939237,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=291687607 Ack=15900501 Win=65535 Len=0
1,0.15392499999961728,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.19543899999916903,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=292031309 Ack=15856149 Win=65535 Len=0
1,0.28132299999924726,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.2813979999991716,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=292031309 Ack=15856685 Win=65535 Len=0
1,0.28170499999941967,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.28180499999962194,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15856685 Ack=292031845 Win=65535 Len=0
1,0.36998700000003737,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.3700879999996687,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=15900501 Ack=291688143 Win=65535 Len=0
1,0.3705549999995128,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.3706819999997606,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=291688143 Ack=15901961 Win=65535 Len=0
1,0.3706949999996141,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=291688143 Ack=15902065 Win=65535 Len=0
1,0.4634839999998803,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.463634999999158,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=292031845 Ack=15858249 Win=65535 Len=0
1,0.4885199999998804,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.4887249999992491,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15858249 Ack=292032381 Win=65535 Len=0
1,0.4993529999992461,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.49953199999981734,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15858249 Ack=292033841 Win=65535 Len=0
1,0.49955099999988306,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15858249 Ack=292033945 Win=65535 Len=0
1,0.6076049999992392,54.93.77.70,10.0.2.15,TLSv1.2,2132,Application Data
1,0.6077279999999519,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=15902065 Ack=291690221 Win=65535 Len=0
1,0.6103610000000117,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.6105639999996129,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=291690221 Ack=15902601 Win=65535 Len=0
1,0.6910769999994955,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.6913779999995313,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.691515999999865,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15858785 Ack=292034481 Win=65535 Len=0
1,0.800305999999182,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.8007330000000366,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.8008780000000115,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=291690757 Ack=15903137 Win=65535 Len=0
1,0.9988779999994222,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.008668999999827,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.0088429999996151,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292035017 Win=65535 Len=0
1,1.019638999999188,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.0197599999992235,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=292039087 Ack=15859321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.0198039999995672,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292036477 Win=65535 Len=0
1,1.0198139999993145,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292037937 Win=65535 Len=0
1,1.0198189999991882,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292039087 Win=65535 Len=0
1,1.0198229999996329,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292040547 Win=65535 Len=0
1,1.0198279999995066,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292042007 Win=65535 Len=0
1,1.0198709999995117,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.0199800000000323,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=292043157 Ack=15859321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.0200499999991735,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292043157 Win=65535 Len=0
1,1.0200609999992594,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292044617 Win=65535 Len=0
1,1.0200660000000425,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292046077 Win=65535 Len=0
1,1.0201069999993706,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.020184999999401,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292047227 Win=65535 Len=0
1,1.0202269999999771,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.020303999999669,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292048687 Win=65535 Len=0
1,1.0203119999996488,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292050147 Win=65535 Len=0
1,1.0203169999995225,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292051297 Win=65535 Len=0
1,1.0203499999997803,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,1.0203869999995732,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292051575 Win=65535 Len=0
1,1.020445999999538,10.0.2.15,62.210.85.178,TLSv1.2,3868,Application Data
1,1.0204949999997552,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292053035 Win=65535 Len=0
1,1.0205019999993965,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292054495 Win=65535 Len=0
1,1.0205069999992702,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292055389 Win=65535 Len=0
1,1.0205559999994875,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.0206209999996645,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292056849 Win=65535 Len=0
1,1.0206269999998767,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292058309 Win=65535 Len=0
1,1.0206319999997504,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292059459 Win=65535 Len=0
1,1.0206839999991644,10.0.2.15,62.210.85.178,TLSv1.2,3030,Application Data
1,1.0207469999995737,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292060919 Win=65535 Len=0
1,1.020753999999215,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292062379 Win=65535 Len=0
1,1.0207579999996597,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292062435 Win=65535 Len=0
1,1.0300939999997354,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.0301709999994273,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=292066505 Ack=15859321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.0302099999998973,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292063895 Win=65535 Len=0
1,1.0302169999995385,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292065355 Win=65535 Len=0
1,1.0302219999994122,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292066505 Win=65535 Len=0
1,1.0302259999998569,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292067965 Win=65535 Len=0
1,1.030229999999392,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292069425 Win=65535 Len=0
1,1.030269999999291,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.0303079999994225,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292070575 Win=65535 Len=0
1,1.0303549999998722,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.0303939999994327,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292072035 Win=65535 Len=0
1,1.0304009999999835,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292073495 Win=65535 Len=0
1,1.0304049999995186,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292074645 Win=65535 Len=0
1,1.0304509999996299,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.030496999999741,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292076105 Win=65535 Len=0
1,1.0305029999999533,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292077565 Win=65535 Len=0
1,1.030507999999827,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292078715 Win=65535 Len=0
1,1.0305759999992006,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,1.030653999999231,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=292078993 Ack=15859321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.030692999999701,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292078993 Win=65535 Len=0
1,1.0307289999991553,10.0.2.15,62.210.85.178,TLSv1.2,948,Application Data
1,1.0307639999991807,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292080453 Win=65535 Len=0
1,1.030769999999393,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292081913 Win=65535 Len=0
1,1.0307749999992666,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292082807 Win=65535 Len=0
1,1.0308209999993778,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.030862999999954,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292084267 Win=65535 Len=0
1,1.0308699999995952,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292085727 Win=65535 Len=0
1,1.0308740000000398,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292086877 Win=65535 Len=0
1,1.0309189999998125,10.0.2.15,62.210.85.178,TLSv1.2,3030,Application Data
1,1.03096000000005,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292088337 Win=65535 Len=0
1,1.0309659999993528,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292089797 Win=65535 Len=0
1,1.0309709999992265,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=15859321 Ack=292089853 Win=65535 Len=0
1,1.0434069999992062,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
