No.,Time,Source,Destination,Protocol,Length,Info
1,0.1394769999997152,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.13963700000022072,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=325209833 Ack=17718605 Win=65535 Len=0
1,0.3146679999999833,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.31505399999969086,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.3151770000004035,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=17664473 Ack=325547243 Win=65535 Len=0
1,0.5184559999997873,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.5185419999997976,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=17718605 Ack=325210369 Win=65535 Len=0
1,0.5190000000002328,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.5191340000001219,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=325210369 Ack=17720065 Win=65535 Len=0
1,0.5191480000003139,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=325210369 Ack=17720169 Win=65535 Len=0
1,0.7343929999997272,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.7345379999997022,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=325547243 Ack=17666037 Win=65535 Len=0
1,0.7569119999998293,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.7571179999995366,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=17666037 Ack=325547779 Win=65535 Len=0
1,0.7677549999998519,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.7679360000001907,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=17666037 Ack=325549239 Win=65535 Len=0
1,0.7679600000001301,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=17666037 Ack=325549343 Win=65535 Len=0
1,0.8779039999999441,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.8884950000001481,54.93.77.70,10.0.2.15,TCP,1502,"9001  >  34692 [PSH, ACK] Seq=325210905 Ack=17720169 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,0.8885790000003908,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=17720169 Ack=325212353 Win=65535 Len=0
1,0.8973059999998441,54.93.77.70,10.0.2.15,TLSv1.2,170,Application Data
1,0.8998439999995753,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.9000249999999141,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=325212469 Ack=17720705 Win=65535 Len=0
1,1.338394999999764,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
