No.,Time,Source,Destination,Protocol,Length,Info
1,0.004549999999653664,91.194.84.89,10.0.2.15,TLSv1.2,1111,Application Data
1,0.0061489999998229905,91.194.84.89,10.0.2.15,TCP,1502,"9001  >  57428 [PSH, ACK] Seq=32256 Ack=3152 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,0.0062319999997271225,10.0.2.15,91.194.84.89,TCP,54,57428  >  9001 [ACK] Seq=3152 Ack=33704 Win=65320 Len=0
1,0.006712000000334228,91.194.84.89,10.0.2.15,TCP,1502,"9001  >  57428 [PSH, ACK] Seq=33704 Ack=3152 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,0.006766000000425265,10.0.2.15,91.194.84.89,TCP,54,57428  >  9001 [ACK] Seq=3152 Ack=35152 Win=65320 Len=0
1,0.008708000000297034,91.194.84.89,10.0.2.15,TLSv1.2,13086,"Application Data, Application Data, Application Data, Application Data"
1,0.008783000000221364,10.0.2.15,91.194.84.89,TCP,54,57428  >  9001 [ACK] Seq=3152 Ack=48184 Win=65320 Len=0
1,0.010693999999602966,91.194.84.89,10.0.2.15,TLSv1.2,2950,Application Data [TCP segment of a reassembled PDU]
1,0.010776000000078056,10.0.2.15,91.194.84.89,TCP,54,57428  >  9001 [ACK] Seq=3152 Ack=51080 Win=65320 Len=0
1,0.011110000000371656,91.194.84.89,10.0.2.15,TCP,1502,"9001  >  57428 [PSH, ACK] Seq=51080 Ack=3152 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,0.011164000000462693,10.0.2.15,91.194.84.89,TCP,54,57428  >  9001 [ACK] Seq=3152 Ack=52528 Win=65320 Len=0
1,0.01698099999975966,91.194.84.89,10.0.2.15,TLSv1.2,1502,"Application Data, Application Data"
1,0.017103999999562802,10.0.2.15,91.194.84.89,TCP,54,57428  >  9001 [ACK] Seq=3152 Ack=53976 Win=65320 Len=0
