No.,Time,Source,Destination,Protocol,Length,Info
1,0.14394699999957083,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.14411000000018248,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=257494207 Ack=14145741 Win=65535 Len=0
1,0.247389000000112,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.24772699999994074,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.24784600000020873,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=14055233 Ack=257577029 Win=65535 Len=0
1,0.5874260000000504,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.5879479999994146,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.588090999999622,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=257494743 Ack=14147305 Win=65535 Len=0
1,0.7044859999996333,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.704623999999967,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=257577029 Ack=14056797 Win=65535 Len=0
1,0.7266129999998157,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.7267540000002555,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=14056797 Ack=257577565 Win=65535 Len=0
1,0.7384839999995165,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.7386259999993854,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=14056797 Ack=257579025 Win=65535 Len=0
1,0.7386440000000221,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=14056797 Ack=257579129 Win=65535 Len=0
1,0.8631829999994807,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.8819249999996828,54.93.77.70,10.0.2.15,TCP,1502,"9001  >  34692 [PSH, ACK] Seq=257495279 Ack=14147305 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,0.8820120000000315,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=14147305 Ack=257496727 Win=65535 Len=0
