No.,Time,Source,Destination,Protocol,Length,Info
1,3.90000000152213e-05,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.0395450000000892,62.210.85.178,10.0.2.15,TLSv1.2,1104,Application Data
1,0.0396530000000439,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=64439711 Ack=3579305 Win=65535 Len=0
1,0.08349100000009457,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.12492900000006557,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=64439711 Ack=3579841 Win=65535 Len=0
1,0.2043100000000777,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.2045100000000275,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=64398353 Ack=3598425 Win=65535 Len=0
1,0.3174229999999625,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.3175100000000839,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=64439711 Ack=3580377 Win=65535 Len=0
1,0.31792799999993804,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.3180720000000292,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3580377 Ack=64440247 Win=65535 Len=0
1,0.4141700000000128,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.4146720000001096,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.4148219999999583,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=64398889 Ack=3599989 Win=65535 Len=0
1,0.61601799999994,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.6161689999998998,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=64440247 Ack=3581941 Win=65535 Len=0
1,0.6452509999999165,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.6454209999999421,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3581941 Ack=64440783 Win=65535 Len=0
1,0.656067000000121,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.6562550000001011,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3581941 Ack=64442243 Win=65535 Len=0
1,0.6562759999999344,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3581941 Ack=64442347 Win=65535 Len=0
