No.,Time,Source,Destination,Protocol,Length,Info
1,0.018838000000187094,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3671637 Ack=65599067 Win=65535 Len=0
1,0.07085300000017014,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.1212430000000495,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=65640403 Ack=3652635 Win=65535 Len=0
1,0.143195999999989,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.14340800000013587,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=65599067 Ack=3672173 Win=65535 Len=0
1,0.695515000000114,62.210.85.178,10.0.2.15,TLSv1.2,1104,Application Data
1,0.6956070000001091,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=65640403 Ack=3653685 Win=65535 Len=0
1,0.6962140000000545,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.6963500000001659,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3653685 Ack=65640939 Win=65535 Len=0
1,0.900094000000081,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.9001720000001114,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3672173 Ack=65599603 Win=65535 Len=0
1,0.9005690000001323,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.9006850000000668,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=65599603 Ack=3673633 Win=65535 Len=0
1,0.9006960000001527,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=65599603 Ack=3673737 Win=65535 Len=0
1,1.01844600000004,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,1.0185800000001564,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=65640939 Ack=3655249 Win=65535 Len=0
1,1.0325370000000476,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.0327050000000781,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3655249 Ack=65641475 Win=65535 Len=0
1,1.0456189999999879,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,1.0457850000000235,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3655249 Ack=65642935 Win=65535 Len=0
1,1.0458070000001953,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3655249 Ack=65643039 Win=65535 Len=0
1,1.926443000000063,54.93.77.70,10.0.2.15,TLSv1.2,2132,Application Data
1,1.9265640000000985,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3673737 Ack=65601681 Win=65535 Len=0
1,1.9286430000001928,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.9288080000001173,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=65601681 Ack=3674273 Win=65535 Len=0
1,2.2323840000001383,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,2.2327500000001237,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,2.2328880000000026,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3655785 Ack=65643575 Win=65535 Len=0
1,2.3377610000000004,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,2.338228000000072,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,2.3384050000001935,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=65602217 Ack=3674809 Win=65535 Len=0
1,2.5385760000001483,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,2.5444400000001224,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,2.5446820000001935,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65644111 Win=65535 Len=0
1,2.5574730000000727,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,2.5576270000001387,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=65648181 Ack=3656321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,2.5576760000001286,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65645571 Win=65535 Len=0
1,2.557686999999987,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65647031 Win=65535 Len=0
1,2.5576920000000882,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65648181 Win=65535 Len=0
1,2.557696000000078,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65649641 Win=65535 Len=0
1,2.557700000000068,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65651101 Win=65535 Len=0
1,2.557745000000068,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,2.557813000000124,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=65652251 Ack=3656321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,2.557851000000028,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65652251 Win=65535 Len=0
1,2.557858000000124,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65653711 Win=65535 Len=0
1,2.5578620000001138,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65655171 Win=65535 Len=0
1,2.557896000000028,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,2.5579340000001594,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65656321 Win=65535 Len=0
1,2.5579810000001544,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,2.5580770000001394,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65657781 Win=65535 Len=0
1,2.558086000000003,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65659241 Win=65535 Len=0
1,2.558091000000104,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65660391 Win=65535 Len=0
1,2.558125000000018,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,2.5581710000001294,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65660669 Win=65535 Len=0
1,2.5582140000001345,10.0.2.15,62.210.85.178,TLSv1.2,3868,Application Data
1,2.558279000000084,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=65664483 Ack=3656321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,2.5583160000001044,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65662129 Win=65535 Len=0
1,2.5583220000000892,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65663589 Win=65535 Len=0
1,2.5583270000001903,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65664483 Win=65535 Len=0
1,2.55833100000018,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65665943 Win=65535 Len=0
1,2.558336000000054,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65667403 Win=65535 Len=0
1,2.558373000000074,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,2.558443000000125,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=65668553 Ack=3656321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,2.55848200000014,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65668553 Win=65535 Len=0
1,2.558516000000054,10.0.2.15,62.210.85.178,TLSv1.2,110,Application Data
1,2.5585590000000593,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65670013 Win=65535 Len=0
1,2.558565000000044,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65671473 Win=65535 Len=0
1,2.5585700000001452,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65671529 Win=65535 Len=0
1,2.56775800000014,10.0.2.15,62.210.85.178,TLSv1.2,2646,Application Data
1,2.5678660000000946,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65672989 Win=65535 Len=0
1,2.5678780000000643,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3656321 Ack=65674121 Win=65535 Len=0
1,2.669352000000117,54.93.77.70,10.0.2.15,TLSv1.2,3674,Application Data
1,2.6694820000000163,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3674809 Ack=65605837 Win=65535 Len=0
1,2.6837060000000292,54.93.77.70,10.0.2.15,TCP,2950,"9001  >  34692 [PSH, ACK] Seq=65605837 Ack=3674809 Win=65535 Len=2896 [TCP segment of a reassembled PDU]"
1,2.683774000000085,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3674809 Ack=65608733 Win=65535 Len=0
1,2.686374999999998,54.93.77.70,10.0.2.15,TLSv1.2,778,Application Data
1,2.700036000000182,54.93.77.70,10.0.2.15,TLSv1.2,4398,Application Data
1,2.700115000000096,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3674809 Ack=65613801 Win=65535 Len=0
1,2.704338000000007,54.93.77.70,10.0.2.15,TLSv1.2,380,Application Data
1,2.7094690000001265,54.93.77.70,10.0.2.15,TLSv1.2,7294,Application Data
1,2.709537000000182,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3674809 Ack=65621367 Win=65535 Len=0
1,2.7108380000001944,54.93.77.70,10.0.2.15,TLSv1.2,2950,Application Data [TCP segment of a reassembled PDU]
1,2.710888000000068,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3674809 Ack=65624263 Win=65535 Len=0
1,2.711872000000085,54.93.77.70,10.0.2.15,TCP,1502,"9001  >  34692 [PSH, ACK] Seq=65624263 Ack=3674809 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,2.711917000000085,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3674809 Ack=65625711 Win=65535 Len=0
1,2.7218920000000253,54.93.77.70,10.0.2.15,TLSv1.2,358,Application Data
1,2.7308170000001155,54.93.77.70,10.0.2.15,TCP,2950,"9001  >  34692 [PSH, ACK] Seq=65626015 Ack=3674809 Win=65535 Len=2896 [TCP segment of a reassembled PDU]"
1,2.730893000000151,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3674809 Ack=65628911 Win=65535 Len=0
1,2.738173000000188,54.93.77.70,10.0.2.15,TLSv1.2,264,Application Data
1,2.7383409999999913,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,2.7384420000000773,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=65629121 Ack=3675345 Win=65535 Len=0
1,2.741365999999971,54.93.77.70,10.0.2.15,TCP,2950,"9001  >  34692 [PSH, ACK] Seq=65629121 Ack=3675345 Win=65535 Len=2896 [TCP segment of a reassembled PDU]"
1,2.7414300000000367,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=3675345 Ack=65632017 Win=65535 Len=0
1,2.7545990000000984,54.93.77.70,10.0.2.15,TLSv1.2,778,Application Data
1,2.7570140000000265,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,2.7571740000000773,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=65632741 Ack=3675881 Win=65535 Len=0
1,2.8377300000001924,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,2.8805939999999737,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=65674121 Ack=3656857 Win=65535 Len=0
1,2.963459000000057,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,2.963553000000047,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=65674121 Ack=3657393 Win=65535 Len=0
1,2.9640900000001693,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,2.9642010000000028,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657393 Ack=65674657 Win=65535 Len=0
1,3.069593000000168,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,3.0699859999999717,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,3.0701460000000225,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=65633277 Ack=3676417 Win=65535 Len=0
1,3.1687100000001465,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,3.1759020000001783,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,3.1763330000001133,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65675193 Win=65535 Len=0
1,3.189153000000033,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,3.1892790000001696,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=65679263 Ack=3657929 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,3.1893360000001394,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65676653 Win=65535 Len=0
1,3.189346000000114,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65678113 Win=65535 Len=0
1,3.189350999999988,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65679263 Win=65535 Len=0
1,3.1893549999999777,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65680723 Win=65535 Len=0
1,3.189360000000079,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65682183 Win=65535 Len=0
1,3.189405000000079,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,3.1894740000000183,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=65683333 Ack=3657929 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,3.1895130000000336,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65683333 Win=65535 Len=0
1,3.1895200000001296,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65684793 Win=65535 Len=0
1,3.1895250000000033,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65686253 Win=65535 Len=0
1,3.189559000000145,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,3.189624999999978,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=65687403 Ack=3657929 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,3.1896630000001096,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65687403 Win=65535 Len=0
1,3.1896699999999782,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65688863 Win=65535 Len=0
1,3.1896750000000793,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65690323 Win=65535 Len=0
1,3.1897080000001097,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,3.1898049999999785,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65691473 Win=65535 Len=0
1,3.189837000000125,10.0.2.15,62.210.85.178,TLSv1.2,2974,Application Data
1,3.189886999999999,10.0.2.15,62.210.85.178,TLSv1.2,1226,Application Data
1,3.189922000000024,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65692933 Win=65535 Len=0
1,3.18992900000012,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65694393 Win=65535 Len=0
1,3.18993300000011,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65695565 Win=65535 Len=0
1,3.189978999999994,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,3.190018000000009,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=3657929 Ack=65697025 Win=65535 Len=0
