No.,Time,Source,Destination,Protocol,Length,Info
1,0.019491999999445397,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=14936733 Ack=272118237 Win=65535 Len=0
1,0.1353159999998752,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.13547899999957735,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=272118237 Ack=14937269 Win=65535 Len=0
1,0.3088980000002266,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.30924099999992904,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.3093490000001111,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=14896753 Ack=272470923 Win=65535 Len=0
1,0.40719799999988027,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.4072779999996783,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=14937269 Ack=272118773 Win=65535 Len=0
1,0.4076779999995779,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.40779899999961344,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=272118773 Ack=14938729 Win=65535 Len=0
1,0.4078110000000379,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=272118773 Ack=14938833 Win=65535 Len=0
1,0.5066909999995914,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.506811000000198,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=272470923 Ack=14898317 Win=65535 Len=0
1,0.5203540000002249,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.5205009999999675,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=14898317 Ack=272471459 Win=65535 Len=0
1,0.5321869999997944,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.5323389999994106,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=14898317 Ack=272472919 Win=65535 Len=0
1,0.5323589999998148,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=14898317 Ack=272473023 Win=65535 Len=0
1,0.6371499999995649,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.6792020000002594,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=14938833 Ack=272119309 Win=65535 Len=0
