No.,Time,Source,Destination,Protocol,Length,Info
1,0.0002190000004702597,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=248137157 Ack=13567579 Win=65535 Len=0
1,0.009530999999697087,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.009635000000344007,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=248137157 Ack=13568115 Win=65535 Len=0
1,0.020434000000022934,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=13657693 Ack=248050273 Win=65535 Len=0
1,0.1315809999996418,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.1317429999999149,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=248050273 Ack=13658229 Win=65535 Len=0
1,0.20580299999983254,62.210.85.178,10.0.2.15,TLSv1.2,1104,Application Data
1,0.20587299999988318,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=248137157 Ack=13569165 Win=65535 Len=0
1,0.25602100000014616,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.256123000000116,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=248137157 Ack=13569701 Win=65535 Len=0
1,0.25676500000008673,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.25691900000038004,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=13569701 Ack=248137693 Win=65535 Len=0
1,0.37359899999955815,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.3736859999999069,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=13658229 Ack=248050809 Win=65535 Len=0
1,0.37418999999954394,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.37432600000011007,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=248050809 Ack=13659689 Win=65535 Len=0
1,0.37433899999996356,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=248050809 Ack=13659793 Win=65535 Len=0
