No.,Time,Source,Destination,Protocol,Length,Info
1,0.016700000000128057,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22448345 Ack=413299375 Win=65535 Len=0
1,0.13766899999973248,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.1378370000002178,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=413299375 Ack=22448881 Win=65535 Len=0
1,0.2525200000000041,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.2528299999994488,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.25292699999954493,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22353293 Ack=413596019 Win=65535 Len=0
1,0.42302399999971385,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.4231129999989207,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22448881 Ack=413299911 Win=65535 Len=0
1,0.42351099999905273,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.42360999999982596,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=413299911 Ack=22450341 Win=65535 Len=0
1,0.42361999999957334,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=413299911 Ack=22450445 Win=65535 Len=0
1,0.5332760000001144,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.5334119999988616,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=413596019 Ack=22354857 Win=65535 Len=0
1,0.5471600000000763,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.5472840000002179,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22354857 Ack=413596555 Win=65535 Len=0
1,0.5600450000001729,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.5601909999986674,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22354857 Ack=413598015 Win=65535 Len=0
1,0.5602119999985007,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22354857 Ack=413598119 Win=65535 Len=0
1,0.6664679999994405,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.7072929999994813,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22450445 Ack=413300447 Win=65535 Len=0
1,1.1399540000002162,54.93.77.70,10.0.2.15,TLSv1.2,1618,Application Data
1,1.1400450000001001,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=22450445 Ack=413302011 Win=65535 Len=0
1,1.1428479999995034,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.1430270000000746,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=413302011 Ack=22450981 Win=65535 Len=0
1,1.2470699999994395,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.247443000000203,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.2475779999986116,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355393 Ack=413598655 Win=65535 Len=0
1,1.3506330000000162,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.3510569999998552,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.3512199999986478,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=413302547 Ack=22451517 Win=65535 Len=0
1,1.5500539999993634,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.5544989999998506,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.5546450000001641,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413599191 Win=65535 Len=0
1,1.568156999999701,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.5682469999992463,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=413603261 Ack=22355929 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.5682899999992514,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413600651 Win=65535 Len=0
1,1.5683009999993374,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413602111 Win=65535 Len=0
1,1.5683069999995496,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413603261 Win=65535 Len=0
1,1.5683119999994233,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413604721 Win=65535 Len=0
1,1.5683140000001004,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413606181 Win=65535 Len=0
1,1.5683499999995547,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.5683829999998125,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413607331 Win=65535 Len=0
1,1.5684289999990142,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.5684629999996105,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413608791 Win=65535 Len=0
1,1.5684709999986808,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413610251 Win=65535 Len=0
1,1.568475000000035,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413611401 Win=65535 Len=0
1,1.5685130000001664,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.5685869999997522,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413612861 Win=65535 Len=0
1,1.5685990000001766,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413614321 Win=65535 Len=0
1,1.5686029999997118,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413615471 Win=65535 Len=0
1,1.568649999999252,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,1.568686999999045,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413615749 Win=65535 Len=0
1,1.568740999999136,10.0.2.15,62.210.85.178,TLSv1.2,3868,Application Data
1,1.5687769999985903,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413617209 Win=65535 Len=0
1,1.568783999999141,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413618669 Win=65535 Len=0
1,1.5687870000001567,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413619563 Win=65535 Len=0
1,1.5688259999988077,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.568863999998939,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413621023 Win=65535 Len=0
1,1.5688699999991513,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413622483 Win=65535 Len=0
1,1.568873000000167,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=22355929 Ack=413623633 Win=65535 Len=0
1,1.5689079999992828,10.0.2.15,62.210.85.178,TLSv1.2,3030,Application Data
