No.,Time,Source,Destination,Protocol,Length,Info
1,0.14494499999999988,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.1451369999999983,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=1407671 Ack=77545 Win=65535 Len=0
1,0.19653299999999874,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.1966329999999985,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=1407077 Ack=77149 Win=65535 Len=0
1,0.24677900000000008,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.246969,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=1407077 Ack=77685 Win=65535 Len=0
1,0.24813800000000086,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.2484649999999995,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=77685 Ack=1407613 Win=65535 Len=0
1,0.3326430000000009,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.3339439999999989,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.33448900000000137,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=1408207 Ack=79109 Win=65535 Len=0
1,0.4271780000000014,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.4275209999999987,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=1407613 Ack=79249 Win=65535 Len=0
1,0.4708369999999995,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.47173700000000096,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=79249 Ack=1408149 Win=65535 Len=0
1,0.4828019999999995,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.4830059999999996,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=79249 Ack=1409609 Win=65535 Len=0
1,0.4830229999999993,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=79249 Ack=1409713 Win=65535 Len=0
1,0.5655559999999973,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.6065780000000025,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=79109 Ack=1408743 Win=65535 Len=0
1,0.6144360000000013,54.93.77.70,10.0.2.15,TCP,1502,"9001  >  34692 [PSH, ACK] Seq=1408743 Ack=79109 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
1,0.6146670000000007,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=79109 Ack=1410191 Win=65535 Len=0
1,0.6229339999999972,54.93.77.70,10.0.2.15,TLSv1.2,170,Application Data
1,0.6231270000000002,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=79109 Ack=1410307 Win=65535 Len=0
1,0.630906999999997,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.6313939999999967,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=1410307 Ack=79645 Win=65535 Len=0
1,0.7417660000000019,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.743115999999997,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.743509999999997,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=79785 Ack=1410249 Win=65535 Len=0
1,0.9653290000000005,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.9665349999999968,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.9673210000000019,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=1410843 Ack=80181 Win=65535 Len=0
1,1.1700539999999968,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.1919250000000012,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.1924469999999978,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1410785 Win=65535 Len=0
1,1.207578999999999,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.2079470000000008,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=1414855 Ack=80321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.208121000000002,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1412245 Win=65535 Len=0
1,1.2081720000000011,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1413705 Win=65535 Len=0
1,1.2081929999999979,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1414855 Win=65535 Len=0
1,1.208206999999998,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1416315 Win=65535 Len=0
1,1.2082179999999987,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1417775 Win=65535 Len=0
1,1.208366999999999,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.2086480000000002,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=1418925 Ack=80321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.2088209999999968,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1418925 Win=65535 Len=0
1,1.208983,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.2091239999999992,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1420385 Win=65535 Len=0
1,1.2091499999999975,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1421845 Win=65535 Len=0
1,1.2093489999999996,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=1422995 Ack=80321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.2094950000000004,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1422995 Win=65535 Len=0
1,1.2097149999999992,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.2097930000000012,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1424455 Win=65535 Len=0
1,1.209850999999997,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1425915 Win=65535 Len=0
1,1.210010999999998,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1427065 Win=65535 Len=0
1,1.210161000000003,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,1.2105360000000012,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1427343 Win=65535 Len=0
1,1.2107780000000012,10.0.2.15,62.210.85.178,TLSv1.2,3868,Application Data
1,1.2109289999999966,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1428803 Win=65535 Len=0
1,1.2109559999999995,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1430263 Win=65535 Len=0
1,1.2109690000000022,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1431157 Win=65535 Len=0
1,1.2111369999999972,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.2113600000000027,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=1435227 Ack=80321 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.211510999999998,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1432617 Win=65535 Len=0
1,1.2115350000000014,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1434077 Win=65535 Len=0
1,1.2115639999999992,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1435227 Win=65535 Len=0
1,1.2115899999999975,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1436687 Win=65535 Len=0
1,1.2116080000000018,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1438147 Win=65535 Len=0
1,1.2117960000000032,10.0.2.15,62.210.85.178,TLSv1.2,110,Application Data
1,1.2120819999999988,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1438203 Win=65535 Len=0
1,1.2215560000000032,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.221936000000003,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1439663 Win=65535 Len=0
1,1.221974999999997,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1441123 Win=65535 Len=0
1,1.2219900000000017,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1442273 Win=65535 Len=0
1,1.2221319999999984,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.2226719999999993,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1443733 Win=65535 Len=0
1,1.222722000000001,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1445193 Win=65535 Len=0
1,1.2227410000000027,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=80321 Ack=1446343 Win=65535 Len=0
