No.,Time,Source,Destination,Protocol,Length,Info
1,0.2434339999999935,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,0.24362499999999443,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=3284993 Ack=181757 Win=65535 Len=0
1,0.36933299999999747,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,0.3694279999999992,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=3283871 Ack=181391 Win=65535 Len=0
1,0.3697920000000039,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.369891999999993,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=181391 Ack=3284407 Win=65535 Len=0
1,0.8571120000000008,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,0.857206000000005,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=181757 Ack=3285529 Win=65535 Len=0
1,0.857647,10.0.2.15,54.93.77.70,TLSv1.2,1618,Application Data
1,0.8577829999999977,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=3285529 Ack=183217 Win=65535 Len=0
1,0.8577980000000025,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=3285529 Ack=183321 Win=65535 Len=0
1,0.9568660000000051,62.210.85.178,10.0.2.15,TLSv1.2,1618,Application Data
1,0.9570290000000057,10.0.2.15,62.210.85.178,TCP,54,35978  >  9001 [ACK] Seq=3284407 Ack=182955 Win=65535 Len=0
1,0.9708909999999946,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,0.971076999999994,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=182955 Ack=3284943 Win=65535 Len=0
1,0.9841140000000053,10.0.2.15,62.210.85.178,TLSv1.2,1618,Application Data
1,0.9842880000000065,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=182955 Ack=3286403 Win=65535 Len=0
1,0.9843130000000002,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=182955 Ack=3286507 Win=65535 Len=0
1,1.0541750000000008,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.0952209999999951,54.93.77.70,10.0.2.15,TLSv1.2,1618,Application Data
1,1.0953080000000028,10.0.2.15,54.93.77.70,TCP,54,34692  >  9001 [ACK] Seq=183321 Ack=3287629 Win=65535 Len=0
1,1.097610000000003,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.0977829999999926,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=3287629 Ack=183857 Win=65535 Len=0
1,1.195252999999994,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.1955999999999989,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.1960360000000065,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=183491 Ack=3287043 Win=65535 Len=0
1,1.3233879999999942,54.93.77.70,10.0.2.15,TLSv1.2,590,Application Data
1,1.3238699999999994,10.0.2.15,54.93.77.70,TLSv1.2,590,Application Data
1,1.3240140000000054,54.93.77.70,10.0.2.15,TCP,60,9001  >  34692 [ACK] Seq=3288165 Ack=184393 Win=65535 Len=0
1,1.7783510000000007,62.210.85.178,10.0.2.15,TLSv1.2,590,Application Data
1,1.7846820000000037,10.0.2.15,62.210.85.178,TLSv1.2,590,Application Data
1,1.7848879999999951,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3287579 Win=65535 Len=0
1,1.796297999999993,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.7964510000000047,10.0.2.15,62.210.85.178,TCP,2974,35978  >  9001 [ACK] Seq=3291649 Ack=184027 Win=65535 Len=2920 [TCP segment of a reassembled PDU]
1,1.7965020000000038,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3289039 Win=65535 Len=0
1,1.796515999999997,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3290499 Win=65535 Len=0
1,1.7965209999999985,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3291649 Win=65535 Len=0
1,1.796526,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3293109 Win=65535 Len=0
1,1.7965300000000042,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3294569 Win=65535 Len=0
1,1.7965700000000027,10.0.2.15,62.210.85.178,TLSv1.2,1204,Application Data
1,1.7966100000000012,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3295719 Win=65535 Len=0
1,1.7966579999999936,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.7966990000000038,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3297179 Win=65535 Len=0
1,1.7967079999999953,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3298639 Win=65535 Len=0
1,1.7967119999999994,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3299789 Win=65535 Len=0
1,1.7967539999999929,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.7967919999999964,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3301249 Win=65535 Len=0
1,1.7968000000000046,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3302709 Win=65535 Len=0
1,1.7968740000000025,10.0.2.15,62.210.85.178,TLSv1.2,2974,Application Data
1,1.796915999999996,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3303859 Win=65535 Len=0
1,1.7969240000000042,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3305319 Win=65535 Len=0
1,1.7969269999999966,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3306779 Win=65535 Len=0
1,1.7969570000000061,10.0.2.15,62.210.85.178,TLSv1.2,1226,Application Data
1,1.796992000000003,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3307951 Win=65535 Len=0
1,1.797034999999994,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.797073999999995,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3309411 Win=65535 Len=0
1,1.7970820000000032,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3310871 Win=65535 Len=0
1,1.7970849999999956,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3312021 Win=65535 Len=0
1,1.7971239999999966,10.0.2.15,62.210.85.178,TLSv1.2,3030,Application Data
1,1.797163999999995,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3313481 Win=65535 Len=0
1,1.7971720000000033,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3314941 Win=65535 Len=0
1,1.7971759999999932,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3314997 Win=65535 Len=0
1,1.806550999999999,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.8066850000000017,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3316457 Win=65535 Len=0
1,1.8066979999999973,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3317917 Win=65535 Len=0
1,1.8067020000000014,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3319067 Win=65535 Len=0
1,1.8067489999999964,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.8068119999999936,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3320527 Win=65535 Len=0
1,1.8068279999999959,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3321987 Win=65535 Len=0
1,1.8068310000000025,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3323137 Win=65535 Len=0
1,1.8068810000000042,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.8069310000000058,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3324597 Win=65535 Len=0
1,1.8069380000000024,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3326057 Win=65535 Len=0
1,1.8069440000000014,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3327207 Win=65535 Len=0
1,1.806984,10.0.2.15,62.210.85.178,TLSv1.2,4124,Application Data
1,1.8070299999999975,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3328667 Win=65535 Len=0
1,1.807036999999994,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3330127 Win=65535 Len=0
1,1.8070390000000032,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3331277 Win=65535 Len=0
1,1.8070749999999975,10.0.2.15,62.210.85.178,TLSv1.2,332,Application Data
1,1.8071120000000036,62.210.85.178,10.0.2.15,TCP,60,9001  >  35978 [ACK] Seq=184027 Ack=3331555 Win=65535 Len=0
1,1.8071719999999942,10.0.2.15,62.210.85.178,TLSv1.2,3868,Application Data
